id,name,sell,process,stats,obtained_monster,obtained_map,type,image_paths
78,Flower Nectar,5 Spina,3 Medicine,MP: 10,Ivy(Lv 222) (ID: 3343); Sakura Potum(Lv 140) (ID: 2015); Corroded Crystal(Lv 139) (ID: 2014); Shark Wolf(Lv 139) (ID: 2013); Insector(Lv 138) (ID: 2012); Violaccoon(Lv 120) (ID: 1577); Plumpy Buggy(Lv 121) (ID: 1576); Violaccoon(Lv 122) (ID: 1575); Tulin(Lv 118) (ID: 1574); Tehon(Lv 119) (ID: 1573); Pojo(Lv 100) (ID: 1131); Pova(Lv 103) (ID: 1130); Miwi(Lv 102) (ID: 1129); Pova(Lv 104) (ID: 1128); Bunny Summoner(Lv 110) (ID: 1127); Miwi(Lv 101) (ID: 1126); Farfalla(Lv 82) (ID: 1124); Shark Wolf(Lv 141) (ID: 2016); Insector(Lv 142) (ID: 2017); Squire(Lv 140) (ID: 2018); Spiraz(Lv 221) (ID: 3342); Malum(Lv 220) (ID: 3341); Terratulin(Lv 254) (ID: 3231); Terratulin(Lv 253) (ID: 3227); Terratulin(Lv 252) (ID: 3224); Adado(Lv 204) (ID: 2901); Comasela(Lv 203) (ID: 2900); Bestinos(Lv 202) (ID: 2899); Adado(Lv 201) (ID: 2898); Comasela(Lv 200) (ID: 2897); Sumari(Lv 182) (ID: 2660); Roar(Lv 183) (ID: 2659); Roar(Lv 181) (ID: 2658); Bubble Angel(Lv 180) (ID: 2657); Bubble Angel(Lv 184) (ID: 2656); Kijimu(Lv 124) (ID: 2230); Piedra(Lv 84) (ID: 1123); Piedra(Lv 83) (ID: 1122); Mewte(Lv 80) (ID: 1121); Violacoon(Lv 80) (ID: 279); Farfara(Lv 40) (ID: 227); Kijimu(Lv 44) (ID: 210); Pova(Lv 32) (ID: 207); Moss Ball(Lv 29) (ID: 195); Pain Leaf(Lv 46) (ID: 190); Conoppy(Lv 26) (ID: 179); Kijimu(Lv 17) (ID: 115); Kijimu(Lv 13) (ID: 112); Kijimu(Lv 11) (ID: 111); Kijimu(Lv 12) (ID: 85); Kijimu(Lv 13) (ID: 68); Kijimu(Lv 10) (ID: 67); Farfara(Lv 13) (ID: 39); Pain Leaf(Lv 14) (ID: 33); Tulin(Lv 55) (ID: 382); Candela (Melon)(Lv 40) (ID: 532); Candela (Lemon)(Lv 70) (ID: 533); Frosch(Lv 90) (ID: 1120); Farfalla(Lv 81) (ID: 1119); Sick Mushroom(Lv 120) (ID: 1116); Mochelo(Lv 130) (ID: 1115); Euris(Lv 121) (ID: 1114); Euris(Lv 122) (ID: 1113); Hound(Lv 124) (ID: 1112); Hound(Lv 123) (ID: 1111); Candela Lemon (White Day 2018)(Lv 70) (ID: 1083); Candela Melon (White Day 2018)(Lv 40) (ID: 1082); Petally(Lv 94) (ID: 946); Conoppy(Lv 25) (ID: 746); Kijimu(Lv 15) (ID: 706); Shadow Fly(Lv 94) (ID: 607); Shadow Fly(Lv 94) (ID: 600); Shadow Fly(Lv 94) (ID: 596); Pain Leaf(Lv 17) (ID: 32),Day Sakura Garden: Mountains; Twilight Sakura Castle: Outside; Twilight Sakura Castle: Inside; Twilight Sakura Castle: Inside; Twilight Sakura Castle: Inside; Sakura Castle: Outside; Sakura Castle: Outside; Sakura Castle: Outside; Sakura Castle: Outside; Sakura Castle: Outside; Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Normal); Hanami Event Venue (Chapter 3 Easy); Twilight Sakura Castle: Inside; Twilight Sakura Castle: Inside; Twilight Sakura Castle: Inside; Day Sakura Garden: Mountains; Day Sakura Garden: Mountains; Eumano Village Ruins: Area 3; Eumano Village Ruins: Area 2; Eumano Village Ruins: Area 1; Mt. Sakuraten; Mt. Sakuraten; Mt. Sakuraten; Mt. Sakuraten; Mt. Sakuraten; Celesa's Tree Garden; Celesa's Tree Garden; Celesa's Tree Garden; Celesa's Tree Garden; Celesa's Tree Garden; Creme Cliff (Valentine's Day Event); Hanami Event Venue (Chapter 3 Easy); Hanami Event Venue (Chapter 3 Easy); Hanami Event Venue (Chapter 3 Easy); Darkanon Plain; [NPC] Synthesist: Mubia; Sofya City: Synthesist; Darkanon Plain; Korda Basin; Lonogo Canyon; Nehelo Swamp; Haotas Ravine; Yorl Highlands; Rinom Plains; Suedor Cliff; Suedor Cliff; Strum Road; Athema Ruins: Area 1; Athema Ruins: Area 1; Ruined Temple Town; Isthmus Of Kaus; Wanderer's Plain; Douce Hamlet; Douce Hamlet; Hanami Event Venue (Chapter 3 Easy); Hanami Event Venue (Chapter 3 Easy); Hanami Event Venue (Chapter 3 Hard); Hanami Event Venue (Chapter 3 Hard); Hanami Event Venue (Chapter 3 Hard); Hanami Event Venue (Chapter 3 Hard); Hanami Event Venue (Chapter 3 Hard); Hanami Event Venue (Chapter 3 Hard); Douce Hamlet; Douce Hamlet; Peligro Landfill; Yorl Highlands; Rinom Plains; Dark Castle: Area 3; Dark Castle: Area 2; Dark Castle: Area 1; Isthmus Of Kaus,Usable,[]
79,Fluffy Feather,3 Spina,3 Cloth,,Pojo(Lv 39) (ID: 226); Pojo(Lv 38) (ID: 741),Darkanon Plain; Darkanon Plain,Material,[]
80,Fluffy Fur,3 Spina,3 Beast,,Raffy(Lv 1) (ID: 17); Raffy(Lv 12) (ID: 705); Raffy(Lv 10) (ID: 660); Raffy (Hanami 2017)(Lv 54) (ID: 556); Raffy(Lv 5) (ID: 536); Raffy(Lv 3) (ID: 535); Euris(Lv 30) (ID: 206); Raffy(Lv 10) (ID: 110); Lavarca(Lv 21) (ID: 38); Raffy(Lv 9) (ID: 37); Lavarca(Lv 21) (ID: 19); Raffy(Lv 2) (ID: 18); Euris(Lv 50) (ID: 1775),Rakau Plains; Suedor Cliff; Ruined Temple Town; Hanami Mountain Path; Rugio Ruins; Rugio Ruins; Lonogo Canyon; Suedor Cliff; Ruined Temple Town; Ruined Temple Town; Rakau Plains; Rakau Plains; Otsukimi Event Venue: Crater Zone,Material,[]
81,Fluorescent Pond Water,7 Spina,5 Medicine,,Moss Ball(Lv 29) (ID: 195),Nehelo Swamp,Material,[]
82,Forest Wolf Claw,3 Spina,3 Beast,,Forest Wolf(Lv 30) (ID: 91); Forest Wolf(Lv 20) (ID: 669); Forest Wolf(Lv 40) (ID: 670); Forest Wolf(Lv 50) (ID: 671); Forest Wolf(Lv 70) (ID: 672),Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part,Material,[]
83,Forest Wolf Horn,5 Spina,5 Beast,,Forest Wolf(Lv 30) (ID: 91); Forest Wolf(Lv 20) (ID: 669); Forest Wolf(Lv 40) (ID: 670); Forest Wolf(Lv 50) (ID: 671); Forest Wolf(Lv 70) (ID: 672),Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part,Material,[]
84,Forest Wolf Skin,5 Spina,6 Cloth,,Forest Wolf(Lv 30) (ID: 91); Forest Wolf(Lv 20) (ID: 669); Forest Wolf(Lv 40) (ID: 670); Forest Wolf(Lv 50) (ID: 671); Forest Wolf(Lv 70) (ID: 672),Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part,Material,[]
85,Four-leaf Clover,7 Spina,10 Medicine,,Forest Wolf(Lv 30) (ID: 91); Forest Wolf(Lv 20) (ID: 669); Forest Wolf(Lv 40) (ID: 670); Forest Wolf(Lv 50) (ID: 671); Forest Wolf(Lv 70) (ID: 672),Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part; Marbaro Forest: Deepest Part,Material,[]
86,Frog Skin,1 Spina,2 Cloth,,Frosch(Lv 13) (ID: 93); Frosch(Lv 14) (ID: 94); Frosch(Lv 23) (ID: 117); Frosch(Lv 23) (ID: 120),Icule Lake; Icule Lake; Ribisco Cave: Area 1; Ribisco Cave: Area 2,Material,[]
87,Frog Webbed Foot,6 Spina,6 Beast,,Fin Frog(Lv 47) (ID: 191),Haotas Ravine,Material,[]
88,Glowing Dust,2 Spina,2 Medicine,,Roar(Lv 21) (ID: 47); Roar(Lv 21) (ID: 51),Ruined Temple: Area 2; Ruined Temple: Area 3,Material,[]
89,Gluey Skin,6 Spina,6 Cloth,,Ooze(Lv 52) (ID: 188); Ooze(Lv 42) (ID: 749); Ooze(Lv 62) (ID: 750); Ooze(Lv 72) (ID: 751); Ooze(Lv 92) (ID: 752),Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part,Material,[]
90,Goat Skin,2 Spina,3 Cloth,,Billy(Lv 24) (ID: 178),Yorl Highlands,Material,[]
91,Goblin Claw,6 Spina,7 Beast,,Mutant Goblin(Lv 44) (ID: 215),Saham Crater,Material,[]
92,Goblin Medal,5 Spina,5 Metal,,Boss Goblin(Lv 40) (ID: 129); Boss Goblin(Lv 30) (ID: 707); Boss Goblin(Lv 50) (ID: 708); Boss Goblin(Lv 60) (ID: 709); Boss Goblin(Lv 80) (ID: 710),Ribisco Cave: Deepest Part; Ribisco Cave: Deepest Part; Ribisco Cave: Deepest Part; Ribisco Cave: Deepest Part; Ribisco Cave: Deepest Part,Material,[]
93,Goddess Sculpture,11 Spina,12 Metal,,Demon's Gate(Lv 60) (ID: 217); Demon's Gate(Lv 50) (ID: 882); Demon's Gate(Lv 70) (ID: 883); Demon's Gate(Lv 80) (ID: 884); Demon's Gate(Lv 100) (ID: 885),Saham Crater; Saham Crater; Saham Crater; Saham Crater; Saham Crater,Material,[]
94,Golem's Fragment,3 Spina,3 Metal,,Excavated Golem(Lv 16) (ID: 16); Excavated Golem(Lv 6) (ID: 650); Excavated Golem(Lv 26) (ID: 651); Excavated Golem(Lv 36) (ID: 652); Excavated Golem(Lv 56) (ID: 653),Underground Ruins: Deepest Part; Underground Ruins: Deepest Part; Underground Ruins: Deepest Part; Underground Ruins: Deepest Part; Underground Ruins: Deepest Part,Material,[]
95,Gorgeous Fur,10 Spina,12 Cloth,,Lavarca(Lv 21) (ID: 19); Lavarca(Lv 21) (ID: 38),Rakau Plains; Ruined Temple Town,Material,[]
96,Green Dragon Claw,10 Spina,11 Beast,,Forestia(Lv 49) (ID: 170); Forestia(Lv 39) (ID: 727); Forestia(Lv 59) (ID: 728); Forestia(Lv 69) (ID: 729); Forestia(Lv 89) (ID: 730),Land Of Chaos; Land Of Chaos; Land Of Chaos; Land Of Chaos; Land Of Chaos,Material,[]
97,Green Dragon Fur,6 Spina,6 Cloth,,Forestia(Lv 49) (ID: 170); Forestia(Lv 39) (ID: 727); Forestia(Lv 59) (ID: 728); Forestia(Lv 69) (ID: 729); Forestia(Lv 89) (ID: 730),Land Of Chaos; Land Of Chaos; Land Of Chaos; Land Of Chaos; Land Of Chaos,Material,[]
98,Green Gelatin,5 Spina,5 Medicine,CSPD: 150; CSPD %: 5,Green Jelly(Lv 30) (ID: 149),Zoktzda Ruins : Abnormal Space,Usable,[]
99,Hard Dragon Skin,3 Spina,3 Cloth,,Piedra(Lv 6) (ID: 23); Cobre(Lv 12) (ID: 92); Rutin(Lv 26) (ID: 104); Rutin(Lv 28) (ID: 107); Rutiro(Lv 36) (ID: 171); Rutiro(Lv 38) (ID: 172),Reug Salt Plains: Wanderers Camp; Icule Lake; Nisel Mountain: Mountainside; Nisel Mountain: Near The Top; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
100,Hard Fur,7 Spina,8 Cloth,,Beak(Lv 32) (ID: 162); Beak(Lv 33) (ID: 164),Scaro Town: Area 1; Scaro Town: Area 2,Material,[]
101,Hard Stem,5 Spina,6 Wood,,Pico(Lv 18) (ID: 116); Pico(Lv 125) (ID: 2232),Rinom Plains; Creme Cliff (Valentine's Day Event),Material,[]
102,Hard Stone,4 Spina,5 Metal,,Stone(Lv 39) (ID: 199); Gigant Knight(Lv 76) (ID: 216); Goleps(Lv 160) (ID: 1240),New Moon Palace; Saham Crater; Yorl Highlands,Material,[]
103,Heated Fang,7 Spina,8 Beast,,Savaran (small)(Lv 27) (ID: 135); Savaran (small)(Lv 30) (ID: 142),Fiery Volcano: Area 1; Fiery Volcano: Area 3,Material,[]
104,Heaven Bird Claw,9 Spina,9 Beast,,Astol(Lv 50) (ID: 177); Astol(Lv 40) (ID: 731); Astol(Lv 60) (ID: 732); Astol(Lv 70) (ID: 733); Astol(Lv 90) (ID: 734),Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
105,Heaven Bird Crest,13 Spina,13 Beast,,Astol(Lv 50) (ID: 177); Astol(Lv 40) (ID: 731); Astol(Lv 60) (ID: 732); Astol(Lv 70) (ID: 733); Astol(Lv 90) (ID: 734),Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
106,Heaven Bird Tail Feather,11 Spina,10 Beast,,Astol(Lv 50) (ID: 177); Astol(Lv 40) (ID: 731); Astol(Lv 60) (ID: 732); Astol(Lv 70) (ID: 733); Astol(Lv 90) (ID: 734),Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
107,Heaven Bird Tear,7 Spina,2 Mana,,Astol(Lv 50) (ID: 177); Astol(Lv 40) (ID: 731); Astol(Lv 60) (ID: 732); Astol(Lv 70) (ID: 733); Astol(Lv 90) (ID: 734),Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
108,High Quality Horn,6 Spina,6 Beast,,Billy(Lv 24) (ID: 178),Yorl Highlands,Material,[]
109,High Quality Wool,6 Spina,7 Cloth,,Wooly(Lv 22) (ID: 158),Douce Hamlet,Material,[]
110,Huge Iron Ball,8 Spina,9 Metal,,Orc Warrior(Lv 46) (ID: 219); Orc Warrior(Lv 47) (ID: 220); Orc Warrior(Lv 49) (ID: 223); Candela (Melon)(Lv 40) (ID: 532); Candela (Lemon)(Lv 70) (ID: 533); Candela Melon (White Day 2018)(Lv 40) (ID: 1082); Candela Lemon (White Day 2018)(Lv 70) (ID: 1083),Saham Underground Cave: B1; Saham Underground Cave: B2; Saham Underground Cave: B3; Douce Hamlet; Douce Hamlet; Douce Hamlet; Douce Hamlet,Material,[]
111,Huge Leaf,3 Spina,4 Medicine,,Squire(Lv 35) (ID: 169); Squire(Lv 35) (ID: 180); Moss Ball(Lv 29) (ID: 195),Land Of Chaos; Yorl Highlands; Nehelo Swamp,Material,[]
112,Huge Skull,15 Spina,16 Beast,,Warmonger(Lv 60) (ID: 193); Warmonger(Lv 50) (ID: 878); Warmonger(Lv 70) (ID: 879); Warmonger(Lv 80) (ID: 880); Warmonger(Lv 100) (ID: 881),Haotas Ravine: Deepest Part; Haotas Ravine: Deepest Part; Haotas Ravine: Deepest Part; Haotas Ravine: Deepest Part; Haotas Ravine: Deepest Part,Material,[]
113,Icule Water,5 Spina,4 Medicine,HP: 10,Frosch(Lv 13) (ID: 93); Frosch(Lv 14) (ID: 94); Miwi(Lv 15) (ID: 95); Miwi(Lv 16) (ID: 96),Icule Lake; Icule Lake; Icule Lake; Icule Lake,Usable,[]
114,Jagged Fang,3 Spina,4 Beast,,Miwi(Lv 15) (ID: 95); Miwi(Lv 16) (ID: 96); Rutin(Lv 26) (ID: 104); Rutin(Lv 28) (ID: 107); Fin Frog(Lv 47) (ID: 191); Gob Roga(Lv 48) (ID: 221); Gob Roga(Lv 48) (ID: 222); Gob Roga(Lv 43) (ID: 300); Gob Roga(Lv 46) (ID: 303),Icule Lake; Icule Lake; Nisel Mountain: Mountainside; Nisel Mountain: Near The Top; Haotas Ravine; Saham Underground Cave: B2; Saham Underground Cave: B3; Ethos Fortress; Ethos Fortress,Material,[]
115,Kijimu Splinter,3 Spina,4 Wood,,Kijimu(Lv 10) (ID: 67); Kijimu(Lv 13) (ID: 68); Kijimu(Lv 12) (ID: 85); Kijimu(Lv 11) (ID: 111); Kijimu(Lv 13) (ID: 112); Kijimu(Lv 17) (ID: 115); Kijimu (Hanami 2017)(Lv 56) (ID: 557); Kijimu(Lv 15) (ID: 706),Athema Ruins: Area 1; Athema Ruins: Area 1; Strum Road; Suedor Cliff; Suedor Cliff; Rinom Plains; Hanami Mountain Path; Rinom Plains,Material,[]
116,Lava Crystal,7 Spina,1 Mana,,Stone Knight(Lv 29) (ID: 138); Stone Knight(Lv 30) (ID: 141),Fiery Volcano: Area 1; Fiery Volcano: Area 2,Material,[]
117,Lava Fragment,3 Spina,3 Metal,,Savaran (small)(Lv 15) (ID: 133); Savaran (big)(Lv 19) (ID: 134); Savaran (small)(Lv 27) (ID: 135); Savaran (small)(Lv 30) (ID: 142),Witeka Scorched Plains; Witeka Scorched Plains; Fiery Volcano: Area 1; Fiery Volcano: Area 3,Material,[]
118,Linen Cloth,4 Spina,5 Cloth,,Crow Killer(Lv 20) (ID: 156); Crow Killer(Lv 21) (ID: 157),Douce Hamlet; Douce Hamlet,Material,[]
119,Little Wyvern Fang,3 Spina,3 Beast,,Rutin(Lv 36) (ID: 168),Land Of Chaos,Material,[]
120,Little Wyvern Wing,5 Spina,5 Cloth,,Rutin(Lv 26) (ID: 104); Rutin(Lv 28) (ID: 107); Rutin(Lv 36) (ID: 168); Rutiro(Lv 36) (ID: 171); Rutiro(Lv 38) (ID: 172); Seltirios(Lv 60) (ID: 176),Nisel Mountain: Mountainside; Nisel Mountain: Near The Top; Land Of Chaos; Aulada Ancient Tower; Aulada Ancient Tower; Aulada Ancient Tower,Material,[]
121,Living Liquid,5 Spina,5 Medicine,,Slime(Lv 39) (ID: 184); Slime(Lv 39) (ID: 186); Aqua Jelly(Lv 43) (ID: 211); Slime(Lv 38) (ID: 748); Evil Ice Crystal(Lv 71) (ID: 1013); Evil Ice Crystal(Lv 71) (ID: 1017); Evil Ice Crystal(Lv 71) (ID: 1018),Lutaros Cavern: B1; Lutaros Cavern: B2; Korda Basin; Lutaros Cavern: B1; Navida City: Crossroad (60-80); Navida City: West  (60-80); Navida City: East (60-80),Material,[]
122,Long Beak,3 Spina,3 Beast,,Pico(Lv 1) (ID: 20); Pico(Lv 22) (ID: 90); Pico(Lv 18) (ID: 116); Cliff Pico(Lv 33) (ID: 208),Rakau Plains; Marbaro Forest; Rinom Plains; Lonogo Canyon,Material,[]
123,Long Stone Stick,6 Spina,7 Metal,,Mage Marionette(Lv 40) (ID: 197); Mage Marionette(Lv 43) (ID: 202),New Moon Palace; New Moon Palace: 2nd Chamber,Material,[]
124,Lonogo Stone,6 Spina,6 Metal,,Cliff Pico(Lv 33) (ID: 208),Lonogo Canyon,Material,[]
125,Lotus Leaf,3 Spina,4 Medicine,,Frosch(Lv 13) (ID: 93); Frosch(Lv 14) (ID: 94); Frosch(Lv 23) (ID: 117); Frosch(Lv 23) (ID: 120),Icule Lake; Icule Lake; Ribisco Cave: Area 1; Ribisco Cave: Area 2,Material,[]
126,Luminescent Moss,5 Spina,6 Medicine,,Kinote(Lv 27) (ID: 194),Nehelo Swamp,Material,[]
127,Luminous Magic Water,10 Spina,10 Medicine,,Ooze(Lv 52) (ID: 188); Ooze(Lv 42) (ID: 749); Ooze(Lv 62) (ID: 750); Ooze(Lv 72) (ID: 751); Ooze(Lv 92) (ID: 752),Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part; Lutaros Cavern: Deepest Part,Material,[]
128,Lutaros Stone,5 Spina,6 Metal,,Stone Soldier(Lv 37) (ID: 182); Stone Soldier(Lv 36) (ID: 747),Lutaros Cavern Entrance; Lutaros Cavern Entrance,Material,[]
129,Mage Stone Coin,4 Spina,4 Metal,,Mage Marionette(Lv 40) (ID: 197); Mage Marionette(Lv 43) (ID: 202),New Moon Palace; New Moon Palace: 2nd Chamber,Material,[]
130,Magic Armor Fragment,6 Spina,7 Metal,,Mauez(Lv 55) (ID: 205); Mauez(Lv 45) (ID: 736); Mauez(Lv 65) (ID: 737); Mauez(Lv 75) (ID: 738); Mauez(Lv 95) (ID: 739),New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost,Material,[]
131,Magic Hammer,1 Spina,,Refine Success Rate %: 20; Equipment lost when failed: 1,Big Coryn(Lv 60) (ID: 159); Castilia(Lv 310) (ID: 3275),Douce Hamlet; [Orb Shop] Handy; Daily Stamp; High Difficulty Boss Battle Event Venue,Refinement Support,[]
132,Magic Marionette Heart,8 Spina,2 Mana,,Mage Marionette(Lv 40) (ID: 197); Sword Marionette(Lv 40) (ID: 198); Sword Marionette(Lv 43) (ID: 201); Mage Marionette(Lv 43) (ID: 202); Chocolate Ooze (Bitter) (Valentine 2017)(Lv 60) (ID: 514); Candela (Melon)(Lv 40) (ID: 532); Chocolate Ooze (Milk) (Valentine 2018)(Lv 60) (ID: 1054); Candela Melon (White Day 2018)(Lv 40) (ID: 1082),New Moon Palace; New Moon Palace; New Moon Palace: 1st Chamber; New Moon Palace: 2nd Chamber; Underground Channel; Douce Hamlet; Underground Channel; Douce Hamlet,Material,[]
133,Marionette String,8 Spina,8 Cloth,,Palace Soldier(Lv 41) (ID: 200); Palace Soldier(Lv 41) (ID: 203),New Moon Palace: 1st Chamber; New Moon Palace: 2nd Chamber,Material,[]
134,Mauez's Broken Rod,10 Spina,12 Wood,,Mauez(Lv 55) (ID: 205); Mauez(Lv 45) (ID: 736); Mauez(Lv 65) (ID: 737); Mauez(Lv 75) (ID: 738); Mauez(Lv 95) (ID: 739),New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost; New Moon Palace: Innermost,Material,[]
135,Mineral Scissor,14 Spina,15 Metal,,Ganglef(Lv 58) (ID: 166); Ganglef(Lv 48) (ID: 723); Ganglef(Lv 68) (ID: 724); Ganglef(Lv 78) (ID: 725); Ganglef(Lv 98) (ID: 726),Scaro Town: Deepest Part; Scaro Town: Deepest Part; Scaro Town: Deepest Part; Scaro Town: Deepest Part; Scaro Town: Deepest Part,Material,[]
136,Minotaur Hoof,6 Spina,6 Metal,,Minotaur(Lv 32) (ID: 52); Minotaur(Lv 22) (ID: 661); Minotaur(Lv 42) (ID: 662); Minotaur(Lv 52) (ID: 663); Minotaur(Lv 72) (ID: 664),Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall,Material,[]
137,Minotaur Horn,13 Spina,13 Beast,,Minotaur(Lv 32) (ID: 52); Minotaur(Lv 22) (ID: 661); Minotaur(Lv 42) (ID: 662); Minotaur(Lv 52) (ID: 663); Minotaur(Lv 72) (ID: 664),Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall,Material,[]
138,Minotaur Skin,9 Spina,10 Cloth,,Minotaur(Lv 32) (ID: 52); Minotaur(Lv 22) (ID: 661); Minotaur(Lv 42) (ID: 662); Minotaur(Lv 52) (ID: 663); Minotaur(Lv 72) (ID: 664),Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall; Ruined Temple: Forbidden hall,Material,[]
139,Mint Gummy,7 Spina,7 Medicine,MATK: 10; CSPD: 100,Slime(Lv 39) (ID: 184); Slime(Lv 39) (ID: 186); Slime(Lv 38) (ID: 748),Lutaros Cavern: B1; Lutaros Cavern: B2; Lutaros Cavern: B1,Usable,[]
140,Mochelo Claw,8 Spina,9 Beast,,Mochelo(Lv 43) (ID: 144); Mochelo(Lv 33) (ID: 711); Mochelo(Lv 53) (ID: 712); Mochelo(Lv 63) (ID: 713); Mochelo(Lv 83) (ID: 714),Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3,Material,[]
141,Mochelo Fur,4 Spina,5 Cloth,,Mochelo(Lv 43) (ID: 144); Mochelo(Lv 33) (ID: 711); Mochelo(Lv 53) (ID: 712); Mochelo(Lv 63) (ID: 713); Mochelo(Lv 83) (ID: 714),Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3,Material,[]
142,Mochelo Pelt,10 Spina,10 Cloth,,Mochelo(Lv 43) (ID: 144); Mochelo(Lv 33) (ID: 711); Mochelo(Lv 53) (ID: 712); Mochelo(Lv 63) (ID: 713); Mochelo(Lv 83) (ID: 714),Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3; Fiery Volcano: Area 3,Material,[]
144,Moonlight Flower,16 Spina,4 Mana,,Moonlight Potum(Lv 72) (ID: 204),New Moon Palace: Innermost,Material,[]
145,Moss Stone,5 Spina,3 Medicine,,Corda(Lv 4) (ID: 53); Corda(Lv 6) (ID: 54); Corda(Lv 12) (ID: 63); Corda(Lv 9) (ID: 64); Corda(Lv 11) (ID: 65); Corda(Lv 12) (ID: 76),Underground Channel; Underground Channel; Debakcy Channel: B1; Debakcy Channel: B2; Debakcy Channel: B2; Debacky Channel,Material,[]
146,Moving Stone,4 Spina,5 Metal,,Guardian Statue(Lv 22) (ID: 46); Guardian Statue(Lv 22) (ID: 49); Guardian Statue(Lv 23) (ID: 50),Ruined Temple: Area 2; Ruined Temple: Area 3; Ruined Temple: Area 3,Material,[]
147,Mushroom Spore,1 Spina,2 Medicine,,Night Mushroom(Lv 10) (ID: 27); Night Mushroom(Lv 13) (ID: 30); Night Mushroom(Lv 15) (ID: 31); Dark Mushroom(Lv 30) (ID: 35); Kinote(Lv 27) (ID: 194),Reug Salt Plains: Wanderers Camp; Isthmus Of Kaus; Isthmus Of Kaus; Isthmus Of Kaus; Nehelo Swamp,Material,[]
148,Nail of Demon's gate,15 Spina,4 Mana,,Demon's Gate(Lv 60) (ID: 217); Demon's Gate(Lv 50) (ID: 882); Demon's Gate(Lv 70) (ID: 883); Demon's Gate(Lv 80) (ID: 884); Demon's Gate(Lv 100) (ID: 885),Saham Crater; Saham Crater; Saham Crater; Saham Crater; Saham Crater,Material,[]
149,New Moon Stone,8 Spina,2 Mana,,Stone(Lv 39) (ID: 199),New Moon Palace,Material,[]
150,Nicked Blade,2 Spina,2 Metal,,Goblin(Lv 20) (ID: 42); Goblin(Lv 20) (ID: 45); Goblin (sword)(Lv 22) (ID: 113); Goblin (sword)(Lv 24) (ID: 118); Goblin (sword)(Lv 24) (ID: 121); Goblin (sword)(Lv 24) (ID: 123); Goblin (sword)(Lv 26) (ID: 124); Goblin (sword)(Lv 28) (ID: 127),Ruined Temple: Area 1; Ruined Temple: Area 2; Rinom Plains; Ribisco Cave: Area 1; Ribisco Cave: Area 2; Ribisco Cave: Area 3; Ribisco Cave: Area 3; Ribisco Cave: Deepest Part,Material,[]
151,Nisel Wood,4 Spina,4 Wood,,Shell Mask(Lv 23) (ID: 98); Shell Mask(Lv 27) (ID: 105),Nisel Mountain; Nisel Mountain: Mountainside,Material,[]
